"Game","Map","Outcome","Event","Player_Team","Action","Player","Concat1","Role1","Concat","Role","Game_Feed","Getting_Voted_Off","Getting_Killed","Game_Player_That_Died","Day","Dying_Feed","Killing_Feed","Finding_Bodies_Feed","Body_Found_Feed","Meeting_Called_Feed","First_Kill_Feed","Self_Report_Code","Self_Report_Feed","Voted_Off_As_Crew_Feed","Body_Skipped_Feed","Votes_Off_Code","Vote_ID","Day_1_Vote","Crew_Alive","Impostors_Alive","Score","Crew_1","Is_Crew_1_Alive_1","Vote1","Crew_2","Is_Crew_1_Alive_2","Vote2","Crew_3","Is_Crew_3_Alive","Vote3","Crew_4","Is_Crew_4_Alive?","Vote4","Crew_5","Is_Crew_5_alive?","Vote5","Crew_6","Is_Crew_6_Alive?","Vote6","Crew_7","Is_Crew_7_Alive?","Vote7","Crew_8","Is_Crew_8_Alive?","Vote8"
78,"The Skeld",NA,5,"Sam","kills","dokomoy","78-Sam","(Impostor)","78-dokomoy","(Crew).","Sam (Impostor) kills dokomoy (Crew).",NA,"dokomoy","78-dokomoy",2,"dokomoy","Sam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Dreamy","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","Yes",NA,"Corey","Yes",NA,"dokomoy","Yes",NA,"bsweitz","No",NA
78,"The Skeld",NA,6,"Corey","calls an emergency meeting.",NA,"78-Corey","(Crew)","78-",NA,"Corey (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Corey",NA,NA,NA,NA,NA,1,"78-2","Crew voted off.",5,2,"5-2","Dreamy","Yes","2-Dreamy-Crew voted off.","LSV","Yes","2-LSV-Crew voted off.","Barnabus","Yes","2-Barnabus-Crew voted off.","Rada","No","2-Rada-Dead","Ian","Yes","2-Ian-Crew voted off.","Corey","Yes","2-Corey-Crew voted off.","dokomoy","No","2-dokomoy-Dead","bsweitz","No","2-bsweitz-Dead"
78,"The Skeld",NA,7,"Crew","votes off","Ian","78-Crew",NA,"78-Ian","(Crew).","Crew votes off Ian (Crew).","Ian",NA,"78-Ian",2,"Ian",NA,NA,NA,NA,NA,NA,NA,"Ian",NA,NA,NA,NA,4,2,"4-2","Dreamy","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","Yes",NA,"Corey","Yes",NA,"dokomoy","No",NA,"bsweitz","No",NA
78,"The Skeld",NA,8,"Dreamy","calls an emergency meeting.",NA,"78-Dreamy","(Crew)","78-",NA,"Dreamy (Crew) calls an emergency meeting.",NA,NA,NA,3,NA,NA,NA,NA,"Dreamy",NA,NA,NA,NA,NA,2,"78-3","Impostor voted off.",4,2,"4-2","Dreamy","Yes","3-Dreamy-Impostor voted off.","LSV","Yes","3-LSV-Impostor voted off.","Barnabus","Yes","3-Barnabus-Impostor voted off.","Rada","No","3-Rada-Dead","Ian","No","3-Ian-Dead","Corey","Yes","3-Corey-Impostor voted off.","dokomoy","No","3-dokomoy-Dead","bsweitz","No","3-bsweitz-Dead"
78,"The Skeld",NA,9,"Crew","votes off","Sam","78-Crew",NA,"78-Sam","(Impostor).","Crew votes off Sam (Impostor).","Sam",NA,"78-Sam",3,"Sam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Dreamy","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","No",NA,"Corey","Yes",NA,"dokomoy","No",NA,"bsweitz","No",NA
78,"The Skeld",NA,10,"Stunlock","kills","LSV","78-Stunlock","(Impostor)","78-LSV","(Crew).","Stunlock (Impostor) kills LSV (Crew).",NA,"LSV","78-LSV",4,"LSV","Stunlock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","Dreamy","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","No",NA,"Corey","Yes",NA,"dokomoy","No",NA,"bsweitz","No",NA
78,"The Skeld",NA,11,"Stunlock","finds body of","LSV","78-Stunlock","(Impostor)","78-LSV","(Crew).","Stunlock (Impostor) finds body of LSV (Crew).",NA,NA,NA,4,NA,NA,"Stunlock","LSV",NA,NA,1,"Stunlock",NA,NA,2,"78-4","Impostor voted off.",3,1,"3-1","Dreamy","Yes","4-Dreamy-Impostor voted off.","LSV","No","4-LSV-Dead","Barnabus","Yes","4-Barnabus-Impostor voted off.","Rada","No","4-Rada-Dead","Ian","No","4-Ian-Dead","Corey","Yes","4-Corey-Impostor voted off.","dokomoy","No","4-dokomoy-Dead","bsweitz","No","4-bsweitz-Dead"
78,"The Skeld",NA,12,"Crew","votes off","Stunlock","78-Crew",NA,"78-Stunlock","(Impostor).","Crew votes off Stunlock (Impostor).","Stunlock",NA,"78-Stunlock",4,"Stunlock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Dreamy","Yes",NA,"LSV","No",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","No",NA,"Corey","Yes",NA,"dokomoy","No",NA,"bsweitz","No",NA
78,"The Skeld","78-End",13,NA,"Crew Win - Voting",NA,"78-",NA,"78-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"3-0","Dreamy","Yes",NA,"LSV","No",NA,"Barnabus","Yes",NA,"Rada","No",NA,"Ian","No",NA,"Corey","Yes",NA,"dokomoy","No",NA,"bsweitz","No",NA
79,"The Skeld",NA,1,"Gaby","kills","Chosaucer","79-Gaby","(Impostor)","79-Chosaucer","(Crew).","Gaby (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","79-Chosaucer",1,"Chosaucer","Gaby",NA,NA,NA,"Chosaucer",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Chosaucer","Yes",NA
79,"The Skeld",NA,2,"Bloody","finds body of","Chosaucer","79-Bloody","(Crew)","79-Chosaucer","(Crew).","Bloody (Crew) finds body of Chosaucer (Crew).",NA,NA,NA,1,NA,NA,"Bloody","Chosaucer",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"79-1","Skipped Vote.",7,2,"7-2","Corey","Yes","1-Corey-Skipped Vote.","Sam","Yes","1-Sam-Skipped Vote.","Bloody","Yes","1-Bloody-Skipped Vote.","Dreamy","Yes","1-Dreamy-Skipped Vote.","Keaton","Yes","1-Keaton-Skipped Vote.","LSV","Yes","1-LSV-Skipped Vote.","Barnabus","Yes","1-Barnabus-Skipped Vote.","Chosaucer","No","1-Chosaucer-Dead"
79,"The Skeld",NA,3,"Crew","skips voting.",NA,"79-Crew",NA,"79-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Chosaucer","No",NA
79,"The Skeld",NA,4,"Sam","calls an emergency meeting.",NA,"79-Sam","(Crew)","79-",NA,"Sam (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Sam",NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Chosaucer","No",NA
79,"The Skeld",NA,5,"Gaby","kills","Barnabus","79-Gaby","(Impostor)","79-Barnabus","(Crew).","Gaby (Impostor) kills Barnabus (Crew).",NA,"Barnabus","79-Barnabus",2,"Barnabus","Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","Yes",NA,"Chosaucer","No",NA
79,"The Skeld",NA,6,"Gaby","finds body of","Barnabus","79-Gaby","(Impostor)","79-Barnabus","(Crew).","Gaby (Impostor) finds body of Barnabus (Crew).",NA,NA,NA,2,NA,NA,"Gaby","Barnabus",NA,NA,1,"Gaby",NA,"Skipped - Body Found",0,"79-2","Skipped Vote.",6,2,"6-2","Corey","Yes","2-Corey-Skipped Vote.","Sam","Yes","2-Sam-Skipped Vote.","Bloody","Yes","2-Bloody-Skipped Vote.","Dreamy","Yes","2-Dreamy-Skipped Vote.","Keaton","Yes","2-Keaton-Skipped Vote.","LSV","Yes","2-LSV-Skipped Vote.","Barnabus","No","2-Barnabus-Dead","Chosaucer","No","2-Chosaucer-Dead"
79,"The Skeld",NA,7,"Crew","skips voting.",NA,"79-Crew",NA,"79-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld",NA,8,"Gaby","kills","Bloody","79-Gaby","(Impostor)","79-Bloody","(Crew).","Gaby (Impostor) kills Bloody (Crew).",NA,"Bloody","79-Bloody",3,"Bloody","Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","Yes",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld",NA,9,"Stunlock","kills","Corey","79-Stunlock","(Impostor)","79-Corey","(Crew).","Stunlock (Impostor) kills Corey (Crew).",NA,"Corey","79-Corey",3,"Corey","Stunlock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Corey","Yes",NA,"Sam","Yes",NA,"Bloody","No",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld",NA,10,"LSV","finds body of","Bloody","79-LSV","(Crew)","79-Bloody","(Crew).","LSV (Crew) finds body of Bloody (Crew).",NA,NA,NA,3,NA,NA,"LSV","Bloody",NA,NA,NA,NA,NA,NA,2,"79-3","Impostor voted off.",4,2,"4-2","Corey","No","3-Corey-Dead","Sam","Yes","3-Sam-Impostor voted off.","Bloody","No","3-Bloody-Dead","Dreamy","Yes","3-Dreamy-Impostor voted off.","Keaton","Yes","3-Keaton-Impostor voted off.","LSV","Yes","3-LSV-Impostor voted off.","Barnabus","No","3-Barnabus-Dead","Chosaucer","No","3-Chosaucer-Dead"
79,"The Skeld",NA,11,"Crew","votes off","Gaby","79-Crew",NA,"79-Gaby","(Impostor).","Crew votes off Gaby (Impostor).","Gaby",NA,"79-Gaby",3,"Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Corey","No",NA,"Sam","Yes",NA,"Bloody","No",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld",NA,12,"Stunlock","kills","Sam","79-Stunlock","(Impostor)","79-Sam","(Crew).","Stunlock (Impostor) kills Sam (Crew).",NA,"Sam","79-Sam",4,"Sam","Stunlock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","Corey","No",NA,"Sam","Yes",NA,"Bloody","No",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld",NA,13,"LSV","finds body of","Sam","79-LSV","(Crew)","79-Sam","(Crew).","LSV (Crew) finds body of Sam (Crew).",NA,NA,NA,4,NA,NA,"LSV","Sam",NA,NA,NA,NA,NA,NA,2,"79-4","Impostor voted off.",3,1,"3-1","Corey","No","4-Corey-Dead","Sam","No","4-Sam-Dead","Bloody","No","4-Bloody-Dead","Dreamy","Yes","4-Dreamy-Impostor voted off.","Keaton","Yes","4-Keaton-Impostor voted off.","LSV","Yes","4-LSV-Impostor voted off.","Barnabus","No","4-Barnabus-Dead","Chosaucer","No","4-Chosaucer-Dead"
79,"The Skeld",NA,14,"Crew","votes off","Stunlock","79-Crew",NA,"79-Stunlock","(Impostor).","Crew votes off Stunlock (Impostor).","Stunlock",NA,"79-Stunlock",4,"Stunlock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Corey","No",NA,"Sam","No",NA,"Bloody","No",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
79,"The Skeld","79-End",15,NA,"Crew Win - Voting",NA,"79-",NA,"79-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"3-0","Corey","No",NA,"Sam","No",NA,"Bloody","No",NA,"Dreamy","Yes",NA,"Keaton","Yes",NA,"LSV","Yes",NA,"Barnabus","No",NA,"Chosaucer","No",NA
80,"The Skeld",NA,1,"DBatterskull","kills","BennyB","80-DBatterskull","(Impostor)","80-BennyB","(Crew).","DBatterskull (Impostor) kills BennyB (Crew).",NA,"BennyB","80-BennyB",1,"BennyB","DBatterskull",NA,NA,NA,"BennyB",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Keaton","Yes",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","Yes",NA
80,"The Skeld",NA,2,"Barnabus","finds body of","BennyB","80-Barnabus","(Crew)","80-BennyB","(Crew).","Barnabus (Crew) finds body of BennyB (Crew).",NA,NA,NA,1,NA,NA,"Barnabus","BennyB",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"80-1","Skipped Vote.",7,2,"7-2","Keaton","Yes","1-Keaton-Skipped Vote.","Chosaucer","Yes","1-Chosaucer-Skipped Vote.","Sam","Yes","1-Sam-Skipped Vote.","Barnabus","Yes","1-Barnabus-Skipped Vote.","LSV","Yes","1-LSV-Skipped Vote.","Corey","Yes","1-Corey-Skipped Vote.","Bloody","Yes","1-Bloody-Skipped Vote.","BennyB","No","1-BennyB-Dead"
80,"The Skeld",NA,3,"Crew","skips voting.",NA,"80-Crew",NA,"80-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Keaton","Yes",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld",NA,4,"Gaby","kills","Keaton","80-Gaby","(Impostor)","80-Keaton","(Crew).","Gaby (Impostor) kills Keaton (Crew).",NA,"Keaton","80-Keaton",2,"Keaton","Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Keaton","Yes",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld",NA,5,"Chosaucer","finds body of","Keaton","80-Chosaucer","(Crew)","80-Keaton","(Crew).","Chosaucer (Crew) finds body of Keaton (Crew).",NA,NA,NA,2,NA,NA,"Chosaucer","Keaton",NA,NA,NA,NA,NA,NA,2,"80-2","Impostor voted off.",6,2,"6-2","Keaton","No","2-Keaton-Dead","Chosaucer","Yes","2-Chosaucer-Impostor voted off.","Sam","Yes","2-Sam-Impostor voted off.","Barnabus","Yes","2-Barnabus-Impostor voted off.","LSV","Yes","2-LSV-Impostor voted off.","Corey","Yes","2-Corey-Impostor voted off.","Bloody","Yes","2-Bloody-Impostor voted off.","BennyB","No","2-BennyB-Dead"
80,"The Skeld",NA,6,"Crew","votes off","Gaby","80-Crew",NA,"80-Gaby","(Impostor).","Crew votes off Gaby (Impostor).","Gaby",NA,"80-Gaby",2,"Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Keaton","No",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld",NA,7,"Sam","calls an emergency meeting.",NA,"80-Sam","(Crew)","80-",NA,"Sam (Crew) calls an emergency meeting.",NA,NA,NA,3,NA,NA,NA,NA,"Sam",NA,NA,NA,NA,"Skipped - Meeting Called",0,"80-3","Skipped Vote.",6,1,"6-1","Keaton","No","3-Keaton-Dead","Chosaucer","Yes","3-Chosaucer-Skipped Vote.","Sam","Yes","3-Sam-Skipped Vote.","Barnabus","Yes","3-Barnabus-Skipped Vote.","LSV","Yes","3-LSV-Skipped Vote.","Corey","Yes","3-Corey-Skipped Vote.","Bloody","Yes","3-Bloody-Skipped Vote.","BennyB","No","3-BennyB-Dead"
80,"The Skeld",NA,8,"Crew","skips voting.",NA,"80-Crew",NA,"80-",NA,"Crew skips voting.",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","Keaton","No",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld",NA,9,"DBatterskull","kills","Barnabus","80-DBatterskull","(Impostor)","80-Barnabus","(Crew).","DBatterskull (Impostor) kills Barnabus (Crew).",NA,"Barnabus","80-Barnabus",4,"Barnabus","DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","Keaton","No",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","Yes",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld",NA,10,"Chosaucer","finds body of","Barnabus","80-Chosaucer","(Crew)","80-Barnabus","(Crew).","Chosaucer (Crew) finds body of Barnabus (Crew).",NA,NA,NA,4,NA,NA,"Chosaucer","Barnabus",NA,NA,NA,NA,NA,NA,2,"80-4","Impostor voted off.",5,1,"5-1","Keaton","No","4-Keaton-Dead","Chosaucer","Yes","4-Chosaucer-Impostor voted off.","Sam","Yes","4-Sam-Impostor voted off.","Barnabus","No","4-Barnabus-Dead","LSV","Yes","4-LSV-Impostor voted off.","Corey","Yes","4-Corey-Impostor voted off.","Bloody","Yes","4-Bloody-Impostor voted off.","BennyB","No","4-BennyB-Dead"
80,"The Skeld",NA,11,"Crew","votes off","DBatterskull","80-Crew",NA,"80-DBatterskull","(Impostor).","Crew votes off DBatterskull (Impostor).","DBatterskull",NA,"80-DBatterskull",4,"DBatterskull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"5-1","Keaton","No",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","No",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
80,"The Skeld","80-End",12,NA,"Crew Win - Voting",NA,"80-",NA,"80-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,"5-0","Keaton","No",NA,"Chosaucer","Yes",NA,"Sam","Yes",NA,"Barnabus","No",NA,"LSV","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"BennyB","No",NA
81,"The Skeld",NA,1,"Keaton","kills","Gaby","81-Keaton","(Impostor)","81-Gaby","(Crew).","Keaton (Impostor) kills Gaby (Crew).",NA,"Gaby","81-Gaby",1,"Gaby","Keaton",NA,NA,NA,"Gaby",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","LSV","Yes",NA,"Sam","Yes",NA,"Chosaucer","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","Yes",NA,"DBatterskull","Yes",NA
81,"The Skeld",NA,2,"LSV","finds body of","Gaby","81-LSV","(Crew)","81-Gaby","(Crew).","LSV (Crew) finds body of Gaby (Crew).",NA,NA,NA,1,NA,NA,"LSV","Gaby",NA,NA,NA,NA,NA,NA,1,"81-1","Crew voted off.",7,2,"7-2","LSV","Yes","1-LSV-Crew voted off.","Sam","Yes","1-Sam-Crew voted off.","Chosaucer","Yes","1-Chosaucer-Crew voted off.","Corey","Yes","1-Corey-Crew voted off.","Bloody","Yes","1-Bloody-Crew voted off.","Barnabus","Yes","1-Barnabus-Crew voted off.","Gaby","No","1-Gaby-Dead","DBatterskull","Yes","1-DBatterskull-Crew voted off."
81,"The Skeld",NA,3,"Crew","votes off","DBatterskull","81-Crew",NA,"81-DBatterskull","(Crew).","Crew votes off DBatterskull (Crew).","DBatterskull",NA,"81-DBatterskull",1,"DBatterskull",NA,NA,NA,NA,NA,NA,NA,"DBatterskull",NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"Sam","Yes",NA,"Chosaucer","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","Yes",NA
81,"The Skeld",NA,4,"BennyB","kills","Chosaucer","81-BennyB","(Impostor)","81-Chosaucer","(Crew).","BennyB (Impostor) kills Chosaucer (Crew).",NA,"Chosaucer","81-Chosaucer",2,"Chosaucer","BennyB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","LSV","Yes",NA,"Sam","Yes",NA,"Chosaucer","Yes",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,5,"Bloody","finds body of","Chosaucer","81-Bloody","(Crew)","81-Chosaucer","(Crew).","Bloody (Crew) finds body of Chosaucer (Crew).",NA,NA,NA,2,NA,NA,"Bloody","Chosaucer",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"81-2","Skipped Vote.",5,2,"5-2","LSV","Yes","2-LSV-Skipped Vote.","Sam","Yes","2-Sam-Skipped Vote.","Chosaucer","No","2-Chosaucer-Dead","Corey","Yes","2-Corey-Skipped Vote.","Bloody","Yes","2-Bloody-Skipped Vote.","Barnabus","Yes","2-Barnabus-Skipped Vote.","Gaby","No","2-Gaby-Dead","DBatterskull","No","2-DBatterskull-Dead"
81,"The Skeld",NA,6,"Crew","skips voting.",NA,"81-Crew",NA,"81-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,7,"BennyB","kills","LSV","81-BennyB","(Impostor)","81-LSV","(Crew).","BennyB (Impostor) kills LSV (Crew).",NA,"LSV","81-LSV",3,"LSV","BennyB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","LSV","Yes",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,8,"Bloody","calls an emergency meeting.",NA,"81-Bloody","(Crew)","81-",NA,"Bloody (Crew) calls an emergency meeting.",NA,NA,NA,3,NA,NA,NA,NA,"Bloody",NA,NA,NA,NA,NA,2,"81-3","Impostor voted off.",4,2,"4-2","LSV","No","3-LSV-Dead","Sam","Yes","3-Sam-Impostor voted off.","Chosaucer","No","3-Chosaucer-Dead","Corey","Yes","3-Corey-Impostor voted off.","Bloody","Yes","3-Bloody-Impostor voted off.","Barnabus","Yes","3-Barnabus-Impostor voted off.","Gaby","No","3-Gaby-Dead","DBatterskull","No","3-DBatterskull-Dead"
81,"The Skeld",NA,9,"Crew","votes off","BennyB","81-Crew",NA,"81-BennyB","(Impostor).","Crew votes off BennyB (Impostor).","BennyB",NA,"81-BennyB",3,"BennyB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","LSV","No",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,10,"Keaton","kills","Barnabus","81-Keaton","(Impostor)","81-Barnabus","(Crew).","Keaton (Impostor) kills Barnabus (Crew).",NA,"Barnabus","81-Barnabus",4,"Barnabus","Keaton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","LSV","No",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","Yes",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,11,"Bloody","finds body of","Barnabus","81-Bloody","(Crew)","81-Barnabus","(Crew).","Bloody (Crew) finds body of Barnabus (Crew).",NA,NA,NA,4,NA,NA,"Bloody","Barnabus",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"81-4","Skipped Vote.",3,1,"3-1","LSV","No","4-LSV-Dead","Sam","Yes","4-Sam-Skipped Vote.","Chosaucer","No","4-Chosaucer-Dead","Corey","Yes","4-Corey-Skipped Vote.","Bloody","Yes","4-Bloody-Skipped Vote.","Barnabus","No","4-Barnabus-Dead","Gaby","No","4-Gaby-Dead","DBatterskull","No","4-DBatterskull-Dead"
81,"The Skeld",NA,12,"Crew","skips voting.",NA,"81-Crew",NA,"81-",NA,"Crew skips voting.",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","LSV","No",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","No",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,13,"Keaton","kills","Corey","81-Keaton","(Impostor)","81-Corey","(Crew).","Keaton (Impostor) kills Corey (Crew).",NA,"Corey","81-Corey",5,"Corey","Keaton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","LSV","No",NA,"Sam","Yes",NA,"Chosaucer","No",NA,"Corey","Yes",NA,"Bloody","Yes",NA,"Barnabus","No",NA,"Gaby","No",NA,"DBatterskull","No",NA
81,"The Skeld",NA,14,"Keaton","finds body of","Corey","81-Keaton","(Impostor)","81-Corey","(Crew).","Keaton (Impostor) finds body of Corey (Crew).",NA,NA,NA,5,NA,NA,"Keaton","Corey",NA,NA,1,"Keaton",NA,NA,1,"81-5","Crew voted off.",2,1,"2-1","LSV","No","5-LSV-Dead","Sam","Yes","5-Sam-Crew voted off.","Chosaucer","No","5-Chosaucer-Dead","Corey","No","5-Corey-Dead","Bloody","Yes","5-Bloody-Crew voted off.","Barnabus","No","5-Barnabus-Dead","Gaby","No","5-Gaby-Dead","DBatterskull","No","5-DBatterskull-Dead"
